chromosome,start,end,CBR110-15-R3a_log2,CBR110-15-R3a_fold_change,Carmaphycin-R9-2_log2,Carmaphycin-R9-2_fold_change,Doxorubicin16-R2b_log2,Doxorubicin16-R2b_fold_change,NODRUG-GM2_log2,NODRUG-GM2_fold_change
XV,245290,250296,0.2108,1.157,0.1803,1.133,0.2378,1.179,0.0399,1.028
XV,250296,255302,-0.1817,0.882,-0.1773,0.884,-0.1826,0.881,-0.0235,0.984
XV,255302,260307,-0.0083,0.994,-0.0135,0.991,-0.0249,0.983,-0.0065,0.995
XV,260307,265313,-0.1255,0.917,-0.0538,0.963,-0.1168,0.922,0.0170,1.012
XV,265313,270319,0.1030,1.074,0.0512,1.036,0.1193,1.086,0.0343,1.024
XV,270319,275325,-0.0182,0.987,-0.0633,0.957,0.0669,1.047,-0.0646,0.956
XV,275325,280331,-0.0731,0.951,-0.0599,0.959,-0.0633,0.957,0.0161,1.011
XV,280331,285337,0.0757,1.054,0.0894,1.064,0.1506,1.110,0.0362,1.025
XV,285337,290343,-0.0864,0.942,-0.0794,0.946,-0.0622,0.958,-0.0484,0.967
XV,290343,295349,0.0006,1.000,-0.0370,0.975,-0.0729,0.951,-0.0224,0.985
XV,295349,300355,0.0157,1.011,0.0747,1.053,0.0308,1.022,-0.0596,0.959
XV,300355,305361,0.1792,1.132,0.0633,1.045,0.1000,1.072,0.0534,1.038
XV,305361,310367,0.1402,1.102,0.0347,1.024,0.0035,1.002,0.0509,1.036
XV,310367,315373,-0.0657,0.956,-0.0426,0.971,0.0008,1.001,0.0995,1.071
XV,315373,320379,-0.1582,0.896,-0.0745,0.950,-0.1884,0.878,-0.0041,0.997
XV,320379,325384,0.0610,1.043,0.0439,1.031,0.1165,1.084,-0.0086,0.994
XV,325384,330390,0.1865,1.138,0.0635,1.045,0.2074,1.155,-0.0183,0.987
XV,330390,335396,0.1384,1.101,0.0236,1.017,0.0469,1.033,0.0003,1.000
XV,335396,340402,-0.1410,0.907,-0.1264,0.916,-0.1409,0.907,-0.0142,0.990
XV,340402,345408,0.0573,1.041,-0.0015,0.999,0.0659,1.047,-0.0336,0.977
XV,345408,350414,-0.3105,0.806,-0.3561,0.781,-0.4422,0.736,-0.2319,0.852
XV,350414,355420,-2.1909,0.219,-1.9809,0.253,-2.3786,0.192,-1.7223,0.303
XV,355420,360426,-0.2021,0.869,-0.1010,0.932,-0.1065,0.929,0.0200,1.014
XV,360426,365432,-0.0678,0.954,-0.0805,0.946,-0.0643,0.956,-0.0598,0.959
XV,365432,370438,0.0328,1.023,-0.0719,0.951,-0.0007,1.000,0.0794,1.057
XV,370438,375444,0.0598,1.042,0.0455,1.032,-0.0186,0.987,0.0509,1.036
XV,375444,380450,0.0002,1.000,-0.0151,0.990,-0.0041,0.997,-0.0211,0.986
XV,380450,385455,-0.2481,0.842,-0.2505,0.841,-0.2337,0.850,0.0144,1.010
XV,385455,390461,-0.0512,0.965,-0.0539,0.963,-0.2139,0.862,-0.0259,0.982
XV,390461,395467,-0.0701,0.953,-0.0434,0.970,-0.1125,0.925,0.0049,1.003
XV,395467,400473,0.0998,1.072,0.0213,1.015,0.0619,1.044,-0.0513,0.965
XV,400473,405479,0.0906,1.065,0.0448,1.032,0.0126,1.009,0.0260,1.018
XV,405479,410485,0.1129,1.081,0.0532,1.038,0.0212,1.015,0.0191,1.013
XV,410485,415491,0.0541,1.038,-0.0172,0.988,-0.0122,0.992,0.0083,1.006
XV,415491,420497,-0.1357,0.910,-0.1302,0.914,-0.1221,0.919,0.0187,1.013
XV,420497,425503,0.0045,1.003,-0.0371,0.975,-0.0474,0.968,-0.0060,0.996
XV,425503,430509,-0.2017,0.870,-0.1683,0.890,-0.1771,0.884,-0.0629,0.957
XV,430509,435515,-0.0635,0.957,-0.1260,0.916,0.0047,1.003,0.0141,1.010
XV,435515,440521,0.0987,1.071,0.0124,1.009,-0.0283,0.981,0.0645,1.046
XV,440521,445527,-0.0378,0.974,-0.1031,0.931,-0.0387,0.974,0.0549,1.039
XV,445527,450532,-0.1754,0.886,-0.2355,0.849,-0.2547,0.838,0.0218,1.015
XV,450532,455538,-0.1778,0.884,-0.1047,0.930,-0.1698,0.889,-0.0071,0.995
XV,455538,460544,0.1975,1.147,0.0782,1.056,0.0875,1.063,0.0052,1.004
XV,460544,465550,-0.2029,0.869,-0.1712,0.888,-0.3461,0.787,-0.0027,0.998
XV,465550,470556,0.1074,1.077,-0.0105,0.993,0.0945,1.068,-0.0202,0.986
XV,470556,475562,0.1823,1.135,0.0402,1.028,0.1895,1.140,-0.0245,0.983
XV,475562,480568,-0.2588,0.836,-0.3148,0.804,-0.2398,0.847,-0.0545,0.963
XV,480568,485574,-0.0287,0.980,-0.1048,0.930,0.0016,1.001,-0.0497,0.966
XV,485574,490580,0.0558,1.039,-0.0245,0.983,0.0206,1.014,-0.0561,0.962
XV,490580,495586,-0.0407,0.972,-0.0124,0.991,-0.0328,0.978,0.0282,1.020
XV,495586,500592,0.2070,1.154,0.0921,1.066,0.2006,1.149,0.0963,1.069
XV,500592,505598,0.0225,1.016,0.0228,1.016,-0.0112,0.992,0.0312,1.022
XV,505598,510604,-0.3009,0.812,-0.2704,0.829,-0.3180,0.802,-0.0991,0.934
XV,510604,515609,0.1066,1.077,0.0710,1.050,0.0568,1.040,-0.0021,0.999
XV,515609,520615,0.0495,1.035,-0.0379,0.974,-0.0329,0.977,0.0000,1.000
XV,520615,525621,-0.1909,0.876,-0.2310,0.852,-0.1881,0.878,-0.0629,0.957
XV,525621,530627,-0.0334,0.977,-0.0506,0.966,-0.0540,0.963,-0.0274,0.981
XV,530627,535633,-0.0865,0.942,-0.1342,0.911,-0.1431,0.906,0.0718,1.051
XV,535633,540639,0.0504,1.036,-0.0523,0.964,0.0142,1.010,0.0449,1.032
XV,540639,545645,0.1013,1.073,0.1554,1.114,0.0841,1.060,-0.0448,0.969
XV,545645,550651,-0.1037,0.931,-0.1607,0.895,-0.1061,0.929,0.0726,1.052
XV,550651,555657,0.0606,1.043,0.0233,1.016,0.0059,1.004,-0.0470,0.968
XV,555657,560663,0.0051,1.004,0.0211,1.015,0.0368,1.026,0.0234,1.016
XV,560663,565669,0.1008,1.072,0.0173,1.012,0.1443,1.105,-0.0254,0.983
XV,565669,570675,0.0384,1.027,0.0410,1.029,0.0247,1.017,-0.0300,0.979
XV,570675,575681,-0.0157,0.989,-0.0395,0.973,-0.0582,0.960,-0.0155,0.989
XV,575681,580686,-0.1101,0.927,-0.1025,0.931,-0.0756,0.949,0.0267,1.019
XV,580686,585692,0.1421,1.103,0.0015,1.001,0.0786,1.056,0.0201,1.014
XV,585692,590698,-0.1046,0.930,-0.1330,0.912,-0.1893,0.877,0.0076,1.005
XV,590698,595704,0.1426,1.104,0.0870,1.062,0.0386,1.027,0.0418,1.029
XV,595704,600710,0.7525,1.685,0.6076,1.524,0.7056,1.631,0.2603,1.198
XV,600710,605716,-0.0954,0.936,-0.1510,0.901,-0.1504,0.901,-0.1288,0.915
XV,605716,610722,-0.0020,0.999,-0.0151,0.990,-0.0007,1.000,-0.0024,0.998
XV,610722,615728,0.3093,1.239,0.1939,1.144,0.2507,1.190,-0.0755,0.949
XV,615728,620734,-0.4231,0.746,-0.3466,0.786,-0.5514,0.682,-0.3175,0.802
XV,620734,625740,-2.1850,0.220,-2.0660,0.239,-2.2270,0.214,-1.9844,0.253
XV,625740,630746,0.0623,1.044,-0.0121,0.992,-0.0098,0.993,0.1010,1.072
XV,630746,635752,-0.0601,0.959,-0.0179,0.988,-0.0007,1.000,-0.0666,0.955
XV,635752,640758,-0.0309,0.979,-0.0313,0.979,-0.0147,0.990,-0.0315,0.978
XV,640758,645763,0.0525,1.037,-0.0170,0.988,-0.0169,0.988,-0.0244,0.983
XV,645763,650769,-0.1193,0.921,-0.0704,0.952,-0.0451,0.969,-0.0383,0.974
XV,650769,655775,-0.0982,0.934,-0.1009,0.932,-0.0515,0.965,-0.0129,0.991
XV,655775,660781,0.1004,1.072,0.0220,1.015,0.0317,1.022,0.0719,1.051
XV,660781,665787,0.0261,1.018,-0.0245,0.983,-0.1104,0.926,-0.0391,0.973
XV,665787,670793,-0.2859,0.820,-0.2488,0.842,-0.2002,0.870,-0.1671,0.891
XV,670793,675799,-0.3141,0.804,-0.3718,0.773,-0.3667,0.776,-0.0629,0.957
XV,675799,680805,-0.2343,0.850,-0.2210,0.858,-0.2580,0.836,-0.0404,0.972
XV,680805,685811,0.0236,1.016,-0.0814,0.945,-0.0794,0.946,-0.0317,0.978
XV,685811,690817,-0.2112,0.864,-0.1806,0.882,-0.2450,0.844,0.0000,1.000
XV,690817,695823,-0.1297,0.914,-0.1073,0.928,-0.1200,0.920,-0.0071,0.995
XV,695823,700829,0.0777,1.055,0.0426,1.030,0.0304,1.021,-0.0325,0.978
XV,700829,705835,0.2800,1.214,0.2134,1.159,0.1787,1.132,-0.0358,0.975
XV,705835,710840,0.3744,1.296,0.3159,1.245,0.3458,1.271,0.1081,1.078
XV,710840,715846,-0.2658,0.832,-0.3005,0.812,-0.2228,0.857,-0.0333,0.977
XV,715846,720852,0.0981,1.070,0.0489,1.034,0.0351,1.025,-0.0191,0.987
XV,720852,725858,-0.2455,0.844,-0.2093,0.865,-0.2044,0.868,-0.0855,0.942
XV,725858,730864,0.0581,1.041,0.0738,1.052,0.0983,1.070,0.0345,1.024
XV,730864,735870,0.0682,1.048,0.0406,1.029,-0.0007,1.000,-0.0207,0.986
XV,735870,740876,-0.0183,0.987,-0.1233,0.918,-0.0601,0.959,-0.0529,0.964
XV,740876,745882,0.1526,1.112,0.1896,1.140,0.0913,1.065,0.0331,1.023
XV,745882,750888,-0.2173,0.860,-0.2043,0.868,-0.1647,0.892,0.0442,1.031
XV,750888,755894,-0.0987,0.934,-0.0405,0.972,-0.1023,0.932,-0.0129,0.991
XV,755894,760900,0.1176,1.085,0.1243,1.090,0.0235,1.016,-0.0124,0.991
XV,760900,765906,0.0596,1.042,0.0065,1.005,-0.0076,0.995,-0.0854,0.942
XV,765906,770911,-0.0351,0.976,-0.0534,0.964,0.0761,1.054,-0.0116,0.992
XV,770911,775917,0.0015,1.001,0.0536,1.038,0.0017,1.001,-0.0272,0.981
XV,775917,780923,-0.0383,0.974,-0.0035,0.998,-0.1353,0.910,-0.0516,0.965
XV,780923,785929,-0.4014,0.757,-0.3232,0.799,-0.4078,0.754,0.0257,1.018
XV,785929,790935,-0.0748,0.949,-0.0372,0.975,-0.0938,0.937,0.0444,1.031
XV,790935,795941,0.0247,1.017,0.0529,1.037,0.0245,1.017,0.0088,1.006
XV,795941,800947,-0.1015,0.932,-0.0837,0.944,-0.0921,0.938,0.0082,1.006
XV,800947,805953,0.0199,1.014,0.0244,1.017,0.0392,1.028,0.0340,1.024
XV,805953,810959,-0.0013,0.999,0.0875,1.063,0.0358,1.025,-0.0455,0.969
XV,810959,815965,-0.0193,0.987,0.0002,1.000,-0.0574,0.961,0.0422,1.030
XV,815965,820971,0.0134,1.009,0.0446,1.031,-0.0532,0.964,0.0052,1.004
XV,820971,825977,-0.1390,0.908,-0.1057,0.929,-0.1822,0.881,-0.0187,0.987
XV,825977,830983,0.0022,1.002,-0.0207,0.986,0.0240,1.017,-0.0164,0.989
XV,830983,835988,-0.0457,0.969,-0.0050,0.997,0.0299,1.021,0.0530,1.037
XV,835988,840994,0.0359,1.025,0.0996,1.072,-0.0382,0.974,0.0000,1.000
XV,840994,846000,-0.0636,0.957,-0.0199,0.986,-0.0963,0.935,0.0165,1.012
XV,846000,851006,0.0315,1.022,0.0759,1.054,0.0506,1.036,-0.0480,0.967
XV,851006,856012,-0.1813,0.882,-0.1609,0.894,-0.1620,0.894,0.0293,1.021
XV,856012,861018,-0.1058,0.929,-0.0412,0.972,-0.0139,0.990,-0.0889,0.940
XV,861018,866024,0.0249,1.017,0.1269,1.092,-0.0153,0.989,0.0369,1.026
XV,866024,871030,0.1758,1.130,0.2072,1.154,0.1866,1.138,-0.0282,0.981
XV,871030,876036,-0.0119,0.992,0.1058,1.076,0.0887,1.063,-0.1140,0.924
XV,876036,881042,-0.1574,0.897,-0.1764,0.885,-0.1396,0.908,-0.0349,0.976
XV,881042,886048,-0.1507,0.901,-0.1241,0.918,-0.0515,0.965,-0.1086,0.928
XV,886048,891054,-0.0789,0.947,-0.1029,0.931,-0.0591,0.960,-0.0895,0.940
XV,891054,896060,-0.1211,0.919,-0.0903,0.939,-0.1065,0.929,-0.0233,0.984
XV,896060,901065,-0.2718,0.828,-0.1462,0.904,-0.1061,0.929,-0.0073,0.995
XV,901065,906071,-0.2345,0.850,-0.1586,0.896,-0.1950,0.874,-0.0095,0.993
XV,906071,911077,-0.0892,0.940,-0.0111,0.992,-0.0608,0.959,0.0428,1.030
XV,911077,916083,0.1286,1.093,0.0766,1.055,0.0699,1.050,0.0620,1.044
XV,916083,921089,0.1580,1.116,0.1459,1.106,0.2298,1.173,0.0693,1.049
XV,921089,926095,-0.1041,0.930,-0.0228,0.984,-0.0306,0.979,0.0015,1.001
XV,926095,931101,-0.1508,0.901,-0.0577,0.961,-0.0355,0.976,0.0015,1.001
XV,931101,936107,-2.7657,0.147,-2.6952,0.154,-3.0908,0.117,-2.7381,0.150
XV,936107,941113,-0.0688,0.953,-0.0937,0.937,-0.1813,0.882,-0.2003,0.870
XV,941113,946119,-0.2049,0.868,-0.1917,0.876,-0.0854,0.943,-0.1366,0.910
XV,946119,951125,0.0098,1.007,0.0187,1.013,0.0233,1.016,-0.0333,0.977
XV,951125,956131,-0.1042,0.930,-0.0235,0.984,-0.2013,0.870,-0.1457,0.904
XV,956131,961137,-0.1519,0.900,-0.0684,0.954,-0.0968,0.935,-0.0194,0.987
XV,961137,966142,0.2717,1.207,0.2071,1.154,0.3234,1.251,0.0492,1.035
XV,966142,971148,0.0354,1.025,0.0191,1.013,-0.1061,0.929,-0.0221,0.985
XV,971148,976154,0.5404,1.454,0.4949,1.409,0.5340,1.448,0.1046,1.075
XV,976154,981160,-0.0880,0.941,-0.1187,0.921,-0.2728,0.828,-0.0441,0.970
XV,981160,986166,-0.1175,0.922,-0.0355,0.976,-0.2138,0.862,-0.0567,0.961
XV,986166,991172,-0.5867,0.666,-0.2825,0.822,-0.4559,0.729,-0.0544,0.963
XV,991172,996178,-0.0012,0.999,-0.0035,0.998,-0.0691,0.953,-0.0579,0.961
XV,996178,1001184,0.0757,1.054,0.0812,1.058,-0.0006,1.000,-0.0509,0.965
XV,1001184,1006190,0.1384,1.101,0.0439,1.031,0.0210,1.015,-0.0492,0.966
XV,1006190,1011196,0.0723,1.051,0.0128,1.009,-0.0007,1.000,0.0271,1.019
XV,1011196,1016202,0.1022,1.073,0.0044,1.003,0.0452,1.032,-0.0016,0.999
XV,1016202,1021208,0.1594,1.117,0.0738,1.052,0.0644,1.046,0.0123,1.009
XV,1021208,1026214,0.3618,1.285,0.2391,1.180,0.2655,1.202,-0.0549,0.963
XV,1026214,1031219,0.2544,1.193,0.0405,1.028,0.0149,1.010,0.0266,1.019
XV,1031219,1036225,0.1908,1.141,-0.0039,0.997,0.0196,1.014,-0.0111,0.992
XV,1036225,1041231,0.1115,1.080,-0.0665,0.955,-0.0316,0.978,0.0211,1.015
XV,1041231,1046237,0.2890,1.222,0.0769,1.055,0.1950,1.145,0.0026,1.002
XV,1046237,1051243,0.2002,1.149,-0.0442,0.970,0.1053,1.076,0.0917,1.066
XV,1051243,1056249,0.1836,1.136,-0.0553,0.962,-0.0007,1.000,0.0335,1.024
XV,1056249,1061255,0.1534,1.112,-0.1285,0.915,-0.0364,0.975,-0.0424,0.971
XV,1061255,1066261,0.3812,1.302,0.1544,1.113,0.1937,1.144,0.0142,1.010
XV,1066261,1071267,0.3087,1.239,0.0796,1.057,0.1336,1.097,-0.0259,0.982
XV,1071267,1076273,0.1731,1.127,-0.0433,0.970,-0.1488,0.902,0.0119,1.008
XV,1076273,1081279,0.1520,1.111,-0.0363,0.975,-0.1244,0.917,0.0805,1.057
XV,1081279,1086285,0.8406,1.791,0.5716,1.486,0.6101,1.526,0.3493,1.274
XV,1086285,1091291,0.8723,1.831,0.9573,1.942,0.8162,1.761,0.8377,1.787
XVI,0,4989,0.3573,1.281,0.5526,1.467,0.3526,1.277,0.4711,1.386
XVI,4989,9979,0.6085,1.525,0.3960,1.316,0.3381,1.264,0.0216,1.015
XVI,9979,14969,0.1660,1.122,-0.0653,0.956,-0.1556,0.898,0.0010,1.001
XVI,14969,19959,0.0472,1.033,-0.1946,0.874,-0.1828,0.881,0.0042,1.003
XVI,19959,24949,0.2110,1.157,-0.0202,0.986,0.0388,1.027,0.0188,1.013
XVI,24949,29938,0.1865,1.138,0.0341,1.024,0.0396,1.028,0.0141,1.010
XVI,29938,34928,0.1533,1.112,-0.0035,0.998,-0.0483,0.967,-0.0278,0.981
XVI,34928,39918,0.2449,1.185,0.0457,1.032,0.0954,1.068,0.0050,1.003
XVI,39918,44908,0.2612,1.198,0.0612,1.043,0.1056,1.076,0.0349,1.024
XVI,44908,49898,0.0416,1.029,-0.0396,0.973,-0.0192,0.987,-0.0172,0.988
XVI,49898,54888,0.0977,1.070,-0.0433,0.970,0.0046,1.003,-0.0702,0.953
XVI,54888,59877,0.8108,1.754,0.5388,1.453,0.6170,1.534,0.2477,1.187
XVI,59877,64867,0.6545,1.574,0.5612,1.476,0.5358,1.450,0.2551,1.193
XVI,64867,69857,0.0442,1.031,-0.0763,0.948,-0.1033,0.931,-0.0164,0.989
XVI,69857,74847,-0.1014,0.932,-0.2006,0.870,-0.2535,0.839,-0.0744,0.950
XVI,74847,79837,0.0133,1.009,0.0232,1.016,-0.1671,0.891,-0.0055,0.996
XVI,79837,84826,0.1467,1.107,0.1781,1.131,0.0429,1.030,0.0346,1.024
XVI,84826,89816,0.1940,1.144,0.0796,1.057,0.0574,1.041,-0.0383,0.974
XVI,89816,94806,-0.0212,0.985,-0.0010,0.999,-0.0307,0.979,-0.0359,0.975
XVI,94806,99796,-0.0846,0.943,-0.0977,0.935,-0.1109,0.926,0.0908,1.065
XVI,99796,104786,0.0015,1.001,-0.0158,0.989,-0.0474,0.968,-0.0584,0.960
XVI,104786,109776,-0.1150,0.923,-0.0479,0.967,-0.0716,0.952,0.0057,1.004
XVI,109776,114765,0.1481,1.108,0.1353,1.098,0.1788,1.132,0.0410,1.029
XVI,114765,119755,-0.1203,0.920,0.0165,1.012,-0.1677,0.890,0.0634,1.045
XVI,119755,124745,-0.0122,0.992,-0.0164,0.989,0.1333,1.097,-0.0484,0.967
XVI,124745,129735,0.0015,1.001,-0.0724,0.951,0.0206,1.014,0.0468,1.033
XVI,129735,134725,-0.1045,0.930,-0.0784,0.947,-0.1122,0.925,-0.0701,0.953
XVI,134725,139714,-0.3482,0.786,-0.1648,0.892,-0.2306,0.852,-0.0483,0.967
XVI,139714,144704,-0.1627,0.893,-0.0606,0.959,-0.0268,0.982,0.0993,1.071
XVI,144704,149694,-0.1590,0.896,-0.0035,0.998,-0.0290,0.980,0.0249,1.017
XVI,149694,154684,-0.0679,0.954,0.0268,1.019,-0.0592,0.960,0.0279,1.020
XVI,154684,159674,0.0043,1.003,0.0431,1.030,0.0112,1.008,-0.0400,0.973
XVI,159674,164664,-0.0372,0.975,-0.0035,0.998,-0.0007,1.000,0.0648,1.046
XVI,164664,169653,-0.0072,0.995,-0.0394,0.973,0.0028,1.002,-0.0706,0.952
XVI,169653,174643,-0.2394,0.847,-0.1749,0.886,-0.2410,0.846,-0.0489,0.967
XVI,174643,179633,0.0301,1.021,0.0448,1.032,0.1002,1.072,0.0601,1.043
XVI,179633,184623,-0.1377,0.909,-0.0964,0.935,-0.0902,0.939,-0.0424,0.971
XVI,184623,189613,-0.2923,0.817,-0.1649,0.892,-0.2304,0.852,-0.0097,0.993
XVI,189613,194603,-0.0666,0.955,0.0492,1.035,-0.0038,0.997,-0.0114,0.992
XVI,194603,199592,-0.1068,0.929,-0.0660,0.955,-0.1191,0.921,0.0044,1.003
XVI,199592,204582,0.0225,1.016,0.1263,1.092,0.0371,1.026,0.0315,1.022
XVI,204582,209572,0.0713,1.051,0.0840,1.060,0.0544,1.038,-0.0093,0.994
XVI,209572,214562,-0.1435,0.905,-0.1142,0.924,-0.1468,0.903,-0.0269,0.982
XVI,214562,219552,0.0208,1.015,0.1568,1.115,0.0939,1.067,0.0205,1.014
XVI,219552,224541,-0.1269,0.916,-0.0328,0.978,-0.0830,0.944,0.0007,1.000
XVI,224541,229531,0.0860,1.061,0.1217,1.088,0.0462,1.033,0.0181,1.013
XVI,229531,234521,-0.1788,0.883,0.0164,1.011,-0.0632,0.957,-0.0933,0.937
XVI,234521,239511,0.0592,1.042,0.1093,1.079,0.0981,1.070,0.0104,1.007
XVI,239511,244501,0.1220,1.088,0.1311,1.095,0.0546,1.039,-0.0252,0.983
XVI,244501,249491,-0.0207,0.986,0.0462,1.033,0.0927,1.066,-0.0673,0.954
XVI,249491,254480,-0.0986,0.934,-0.0887,0.940,-0.1232,0.918,-0.0018,0.999
XVI,254480,259470,-0.1470,0.903,-0.1259,0.916,-0.0815,0.945,0.0736,1.052
XVI,259470,264460,-0.1904,0.876,-0.1532,0.899,0.0067,1.005,-0.0745,0.950
XVI,264460,269450,0.1155,1.083,0.1109,1.080,0.0691,1.049,-0.0694,0.953
XVI,269450,274440,-0.1633,0.893,-0.1053,0.930,-0.0072,0.995,-0.0152,0.990
XVI,274440,279429,-0.0848,0.943,-0.0212,0.985,0.0132,1.009,0.0950,1.068
XVI,279429,284419,-0.1019,0.932,-0.1759,0.885,-0.1214,0.919,-0.0058,0.996
XVI,284419,289409,0.1767,1.130,0.1311,1.095,0.1458,1.106,0.0246,1.017
XVI,289409,294399,-0.0304,0.979,0.0299,1.021,0.0841,1.060,-0.0238,0.984
XVI,294399,299389,0.0279,1.020,0.0436,1.031,0.1018,1.073,0.0548,1.039
XVI,299389,304379,-0.2556,0.838,-0.1632,0.893,-0.2294,0.853,0.0457,1.032
XVI,304379,309368,-0.3151,0.804,-0.2902,0.818,-0.3422,0.789,0.0222,1.016
XVI,309368,314358,-0.1410,0.907,-0.0553,0.962,-0.0178,0.988,-0.0414,0.972
XVI,314358,319348,0.0208,1.015,0.0519,1.037,0.0939,1.067,-0.0160,0.989
XVI,319348,324338,-0.0882,0.941,-0.0316,0.978,0.0280,1.020,-0.0279,0.981
XVI,324338,329328,-0.2592,0.836,-0.2696,0.830,-0.2812,0.823,-0.0634,0.957
XVI,329328,334318,0.0624,1.044,-0.0193,0.987,0.0564,1.040,0.0033,1.002
XVI,334318,339307,0.0223,1.016,0.0444,1.031,-0.0229,0.984,-0.0148,0.990
XVI,339307,344297,0.0561,1.040,0.0377,1.026,0.0136,1.009,0.0132,1.009
XVI,344297,349287,-0.1190,0.921,-0.0257,0.982,-0.0685,0.954,-0.0109,0.992
XVI,349287,354277,-0.1774,0.884,-0.2037,0.868,-0.1065,0.929,-0.0271,0.981
XVI,354277,359267,0.1475,1.108,0.0464,1.033,0.0869,1.062,0.0147,1.010
XVI,359267,364256,0.1929,1.143,0.1373,1.100,0.1196,1.086,0.0137,1.010
XVI,364256,369246,-0.0412,0.972,0.0080,1.006,-0.0728,0.951,0.0576,1.041
XVI,369246,374236,-0.1176,0.922,-0.0550,0.963,-0.0186,0.987,0.0761,1.054
XVI,374236,379226,-0.0672,0.954,-0.1716,0.888,-0.0257,0.982,-0.0271,0.981
XVI,379226,384216,0.0000,1.000,-0.1011,0.932,-0.0038,0.997,-0.0695,0.953
XVI,384216,389206,0.0751,1.053,-0.0443,0.970,0.1200,1.087,0.0729,1.052
XVI,389206,394195,0.1307,1.095,0.1381,1.100,0.1533,1.112,0.0048,1.003
XVI,394195,399185,-0.3488,0.785,-0.2188,0.859,-0.2751,0.826,0.0145,1.010
XVI,399185,404175,-0.0154,0.989,-0.1154,0.923,0.0049,1.003,-0.0351,0.976
XVI,404175,409165,-0.1163,0.923,-0.0827,0.944,-0.0772,0.948,-0.0367,0.975
XVI,409165,414155,-0.1200,0.920,-0.0085,0.994,-0.1514,0.900,-0.0328,0.978
XVI,414155,419144,-0.2844,0.821,-0.1628,0.893,-0.1134,0.924,0.0181,1.013
XVI,419144,424134,-0.0112,0.992,-0.0033,0.998,0.0001,1.000,0.0360,1.025
XVI,424134,429124,-0.0573,0.961,-0.0702,0.952,-0.1879,0.878,0.0170,1.012
XVI,429124,434114,-0.0394,0.973,-0.0562,0.962,-0.0504,0.966,0.0311,1.022
XVI,434114,439104,0.0646,1.046,0.1309,1.095,0.1141,1.082,-0.0535,0.964
XVI,439104,444094,0.0379,1.027,0.1478,1.108,0.1517,1.111,0.0359,1.025
XVI,444094,449083,-1.9814,0.253,-1.8145,0.284,-2.0390,0.243,-1.6322,0.323
XVI,449083,454073,-0.5880,0.665,-0.5631,0.677,-0.6635,0.631,-0.4288,0.743
XVI,454073,459063,-0.0174,0.988,-0.0827,0.944,-0.0699,0.953,-0.0300,0.979
XVI,459063,464053,-0.0552,0.962,-0.1503,0.901,-0.2096,0.865,-0.0766,0.948
XVI,464053,469043,-0.0226,0.984,-0.0028,0.998,-0.1421,0.906,-0.0369,0.975
XVI,469043,474033,0.1208,1.087,-0.0123,0.992,0.0151,1.011,0.0432,1.030
XVI,474033,479022,0.1126,1.081,0.1211,1.088,0.1301,1.094,-0.0048,0.997
XVI,479022,484012,0.0184,1.013,-0.0400,0.973,-0.0338,0.977,-0.0209,0.986
XVI,484012,489002,0.1369,1.100,-0.0042,0.997,0.0712,1.051,0.0361,1.025
XVI,489002,493992,-0.0542,0.963,-0.0522,0.964,-0.0400,0.973,0.0327,1.023
XVI,493992,498982,0.0956,1.069,0.0692,1.049,0.1581,1.116,-0.0491,0.967
XVI,498982,503971,-0.0538,0.963,-0.1087,0.927,-0.1205,0.920,-0.0833,0.944
XVI,503971,508961,-0.2368,0.849,-0.1008,0.933,-0.0742,0.950,0.0560,1.040
XVI,508961,513951,-0.0763,0.949,-0.1216,0.919,-0.0108,0.993,0.0519,1.037
XVI,513951,518941,-0.0395,0.973,-0.0633,0.957,-0.0689,0.953,-0.0885,0.940
XVI,518941,523931,-0.0445,0.970,-0.0817,0.945,-0.0884,0.941,0.0006,1.000
XVI,523931,528921,-0.2728,0.828,-0.2668,0.831,-0.2730,0.828,-0.0262,0.982
XVI,528921,533910,0.0515,1.036,0.0674,1.048,0.1438,1.105,-0.0295,0.980
XVI,533910,538900,-0.0431,0.971,-0.0717,0.952,0.0156,1.011,0.0045,1.003
XVI,538900,543890,-0.0573,0.961,0.0333,1.023,0.0074,1.005,-0.0893,0.940
XVI,543890,548880,0.0821,1.059,0.0650,1.046,0.1010,1.073,0.0097,1.007
XVI,548880,553870,-0.1282,0.915,-0.1281,0.915,-0.0316,0.978,-0.0351,0.976
XVI,553870,558859,-0.0592,0.960,-0.1699,0.889,-0.0965,0.935,-0.0288,0.980
XVI,558859,563849,-0.0985,0.934,-0.1340,0.911,-0.0746,0.950,-0.0083,0.994
XVI,563849,568839,-0.1545,0.898,-0.1289,0.915,-0.1146,0.924,-0.0353,0.976
XVI,568839,573829,-0.2667,0.831,-0.2470,0.843,-0.2590,0.836,-0.0219,0.985
XVI,573829,578819,-0.0080,0.994,0.0316,1.022,-0.0007,1.000,0.0356,1.025
XVI,578819,583809,0.0852,1.061,-0.0035,0.998,0.1153,1.083,-0.0508,0.965
XVI,583809,588798,0.0045,1.003,-0.0035,0.998,0.0012,1.001,0.0396,1.028
XVI,588798,593788,0.0647,1.046,0.0447,1.031,0.0476,1.034,-0.0196,0.987
XVI,593788,598778,-0.0371,0.975,-0.0364,0.975,0.0938,1.067,0.0667,1.047
XVI,598778,603768,-0.1201,0.920,-0.2159,0.861,-0.1286,0.915,0.0460,1.032
